주문일자,지역,채널,카테고리,수량,단가,할인율,매출
2024-02-17,서울,온라인,식품,6,139722,0.19,679049.0
2024-06-07,서울,온라인,도서,4,180038,0.23,554517.0
2024-02-15,대전,오프라인,가전,8,144540,0.24,878803.0
2024-07-26,서울,온라인,식품,5,185749,0.13,808008.0
2024-12-05,부산,온라인,식품,3,58656,0.24,133736.0
2024-01-30,대전,온라인,가전,6,41591,0.28,179673.0
2024-05-25,대전,오프라인,가전,5,43151,0.05,204967.0
2024-12-22,서울,온라인,의류,5,54171,0.23,208558.0
2024-04-20,서울,온라인,가전,5,46701,0.09,212490.0
2024-02-18,서울,온라인,식품,11,91115,0.1,902038.0
2024-06-27,서울,온라인,의류,3,43637,0.12,115202.0
2024-07-05,서울,모바일앱,뷰티,4,35842,0.26,106092.0
2024-08-30,대구,온라인,가전,7,107137,0.01,742459.0
2024-04-24,대전,오프라인,의류,1,159702,0.13,138941.0
2024-12-15,부산,오프라인,가전,2,31447,0.2,50315.0
2024-07-09,대구,온라인,의류,7,104703,0.03,710933.0
2024-04-14,서울,모바일앱,의류,6,133560,0.24,4872272.0
2024-12-17,광주,오프라인,도서,8,142589,0.28,821313.0
2024-12-04,대구,오프라인,의류,2,25490,0.03,49451.0
2024-07-01,광주,온라인,뷰티,10,148081,0.05,1406770.0
2024-01-10,대전,온라인,가전,6,10243,0.29,43635.0
2024-08-06,서울,모바일앱,가전,2,51200,0.06,96256.0
2024-07-22,서울,오프라인,가전,4,67261,0.02,263663.0
2024-02-24,서울,모바일앱,식품,3,171336,0.29,364946.0
2024-08-20,부산,모바일앱,가전,5,42412,0.27,154804.0
2024-11-03,대전,온라인,가전,6,157576,0.2,756365.0
2024-02-08,부산,오프라인,식품,5,197789,0.17,820824.0
2024-09-21,인천,온라인,뷰티,6,192187,0.28,830248.0
2024-02-21,부산,오프라인,뷰티,10,64084,0.2,512672.0
2024-10-01,서울,온라인,가전,11,23663,0.2,208234.0
2024-06-02,서울,온라인,뷰티,6,48302,0.25,217359.0
2024-01-03,인천,오프라인,식품,11,154919,0.2,1363287.0
2024-12-19,인천,오프라인,의류,10,43370,0.15,368645.0
2024-03-01,부산,오프라인,식품,10,130890,0.12,1151832.0
2024-08-06,서울,온라인,의류,3,77901,0.15,198648.0
2024-03-07,인천,온라인,도서,5,154536,0.16,649051.0
2024-12-07,서울,모바일앱,도서,4,123140,0.11,438378.0
2024-09-27,대전,온라인,의류,2,119174,0.13,207363.0
2024-10-21,서울,온라인,도서,1,157479,0.24,119684.0
2024-06-07,서울,오프라인,도서,7,191200,0.12,1177792.0
2024-06-20,부산,온라인,가전,5,76092,0.01,376655.0
2024-08-20,부산,오프라인,식품,10,108125,0.08,994750.0
2024-10-14,부산,온라인,가전,8,127064,0.07,945356.0
2024-11-05,부산,모바일앱,도서,1,165495,0.24,125776.0
2024-01-07,대전,모바일앱,의류,10,99001,0.13,861309.0
2024-08-30,부산,모바일앱,도서,6,78035,0.08,430753.0
2024-02-09,부산,오프라인,의류,7,170066,0.24,904751.0
2024-04-15,부산,온라인,식품,11,190873,0.01,2078607.0
2024-10-30,서울,오프라인,가전,8,115963,0.05,881319.0
2024-04-01,대구,모바일앱,뷰티,1,25182,0.25,18886.0
2024-10-18,서울,오프라인,식품,2,61528,0.17,102136.0
2024-06-18,대구,오프라인,가전,5,95275,0.23,366809.0
2024-03-26,서울,오프라인,식품,1,142199,0.25,106649.0
2024-05-02,대전,오프라인,뷰티,2,135601,0.28,195265.0
2024-07-13,부산,오프라인,식품,9,164912,0.02,1454524.0
2024-10-07,광주,온라인,뷰티,2,10848,0.24,16489.0
2024-08-09,부산,온라인,의류,2,95760,0.21,151301.0
2024-12-07,서울,오프라인,뷰티,6,141706,0.06,799222.0
2024-11-13,광주,온라인,도서,2,197503,0.28,284404.0
2024-10-02,대구,모바일앱,가전,3,32759,0.12,86484.0
2024-08-08,인천,오프라인,의류,11,176423,0.27,1416677.0
2024-04-16,부산,온라인,의류,7,6515,0.18,37396.0
2024-05-31,대구,모바일앱,식품,11,43406,0.16,401071.0
2024-02-13,광주,오프라인,의류,4,170164,0.05,646623.0
2024-05-16,대구,오프라인,가전,7,158417,0.27,809511.0
2024-12-05,서울,온라인,도서,3,194686,0.17,484768.0
2024-06-04,인천,모바일앱,뷰티,5,122185,0.0,610925.0
2024-02-11,인천,온라인,가전,2,125113,0.01,247724.0
2024-08-26,대전,오프라인,의류,10,109288,0.23,841518.0
2024-12-18,부산,온라인,도서,3,104783,0.05,298632.0
2024-11-13,부산,오프라인,가전,3,105218,0.18,258836.0
2024-04-10,광주,오프라인,식품,6,62041,0.2,297797.0
2024-06-15,부산,오프라인,식품,5,171415,0.08,788509.0
2024-07-13,인천,온라인,가전,4,74541,0.17,247476.0
2024-03-31,부산,모바일앱,뷰티,4,124120,0.07,461726.0
2024-04-08,서울,오프라인,의류,4,135503,0.28,390249.0
2024-03-27,인천,온라인,도서,11,109852,0.26,894195.0
2024-12-30,서울,모바일앱,의류,7,124228,0.09,791332.0
2024-09-30,서울,오프라인,뷰티,11,14527,0.16,134229.0
2024-11-03,대구,모바일앱,뷰티,11,66610,0.15,622804.0
2024-10-25,인천,모바일앱,도서,8,92419,0.29,524940.0
2024-12-17,광주,모바일앱,식품,10,81871,0.12,720465.0
2024-02-08,서울,오프라인,의류,2,182068,0.17,302233.0
2024-11-18,서울,오프라인,뷰티,11,179942,0.28,1425141.0
2024-01-25,대전,온라인,의류,6,143788,0.05,819592.0
2024-06-23,서울,오프라인,의류,8,73694,0.17,489328.0
2024-08-05,서울,오프라인,가전,3,14936,0.03,43464.0
2024-05-10,서울,오프라인,뷰티,2,152250,0.19,246645.0
2024-02-23,부산,모바일앱,도서,10,177378,0.11,1578664.0
2024-03-11,광주,온라인,식품,5,100479,,356700.0
2024-10-28,인천,온라인,의류,2,166200,0.12,292512.0
2024-04-26,인천,오프라인,의류,8,186480,0.04,1432166.0
2024-04-23,서울,온라인,가전,1,111603,0.25,83702.0
2024-12-03,부산,온라인,뷰티,5,45865,0.25,171994.0
2024-02-22,부산,온라인,뷰티,8,9369,0.21,59212.0
2024-11-30,서울,모바일앱,뷰티,8,152604,0.22,952249.0
2024-12-03,서울,온라인,식품,5,114673,0.08,527496.0
2024-08-07,서울,온라인,식품,5,34973,0.19,141641.0
2024-03-01,서울,온라인,가전,10,15644,0.01,154876.0
2024-02-27,대구,온라인,도서,3,194049,0.06,547218.0
2024-04-14,인천,온라인,식품,1,67473,0.28,48581.0
2024-07-30,서울,오프라인,뷰티,2,68781,0.22,107298.0
2024-02-26,부산,오프라인,뷰티,9,127637,0.07,1068322.0
2024-06-15,인천,온라인,가전,6,76066,0.03,442704.0
2024-02-12,인천,오프라인,뷰티,1,183018,0.28,131773.0
2024-07-16,광주,온라인,가전,2,137783,0.03,267299.0
2024-01-08,부산,온라인,의류,1,74770,0.08,68788.0
2024-09-16,광주,모바일앱,의류,9,56994,0.05,487299.0
2024-01-21,서울,오프라인,뷰티,6,172704,0.0,1036224.0
2024-03-12,부산,모바일앱,도서,1,120388,0.09,109553.0
2024-03-04,서울,온라인,뷰티,3,184080,0.29,392090.0
2024-10-31,부산,온라인,의류,7,72294,0.1,455452.0
2024-01-20,부산,온라인,뷰티,7,9103,0.15,54163.0
2024-06-06,서울,온라인,뷰티,10,180327,0.22,1406551.0
2024-08-04,인천,모바일앱,뷰티,1,51688,0.17,42901.0
2024-07-07,서울,온라인,의류,1,169867,0.22,132496.0
2024-09-06,서울,모바일앱,식품,1,143423,0.2,114738.0
2024-10-20,서울,모바일앱,뷰티,5,50197,0.18,205808.0
2024-05-24,부산,오프라인,도서,8,152584,0.19,988744.0
2024-10-30,서울,온라인,뷰티,8,20907,0.24,127115.0
2024-04-26,부산,오프라인,의류,3,81521,0.21,193205.0
2024-12-26,서울,온라인,뷰티,8,74528,0.24,453130.0
2024-07-03,인천,오프라인,도서,8,133067,0.04,1021955.0
2024-09-26,대전,온라인,도서,3,109231,0.2,262154.0
2024-11-16,부산,모바일앱,가전,9,124370,0.22,873077.0
2024-10-17,대구,오프라인,의류,5,97860,0.09,445263.0
2024-11-07,광주,오프라인,도서,1,149256,0.26,110449.0
2024-07-15,대전,오프라인,도서,5,36215,0.09,164778.0
2024-01-16,대구,오프라인,뷰티,9,145138,0.07,1214805.0
2024-06-29,광주,모바일앱,식품,8,14754,,87344.0
2024-03-07,대전,온라인,식품,3,21744,0.07,60666.0
2024-11-21,인천,모바일앱,뷰티,9,146110,0.12,1157191.0
2024-03-27,부산,모바일앱,뷰티,5,35858,0.11,159568.0
2024-03-24,서울,모바일앱,가전,6,155177,0.27,679675.0
2024-04-01,서울,온라인,식품,1,30881,0.14,26558.0
2024-08-23,부산,모바일앱,뷰티,11,33607,0.21,292045.0
2024-07-28,부산,온라인,가전,10,186833,0.24,1419931.0
2024-12-13,부산,오프라인,도서,3,39576,0.19,96170.0
2024-06-01,대구,온라인,가전,7,183140,0.28,923026.0
2024-04-13,대구,온라인,가전,9,72883,0.24,498520.0
2024-01-19,광주,온라인,도서,6,160495,0.12,847414.0
2024-01-03,서울,온라인,도서,3,188190,0.29,400845.0
2024-05-16,서울,온라인,의류,11,27760,0.16,256502.0
2024-12-04,인천,모바일앱,뷰티,3,69441,0.01,206240.0
2024-07-10,광주,온라인,식품,4,116982,0.08,430494.0
2024-11-23,대전,오프라인,의류,5,173775,0.19,703789.0
2024-02-07,광주,온라인,도서,10,41509,0.05,394336.0
2024-02-04,광주,오프라인,도서,6,41418,0.18,203777.0
2024-11-01,서울,오프라인,식품,8,76834,0.11,547058.0
2024-02-09,부산,온라인,도서,10,44892,0.16,377093.0
2024-01-20,서울,오프라인,의류,11,57082,0.0,627902.0
2024-05-27,대구,모바일앱,의류,10,30320,0.25,227400.0
2024-12-04,대전,모바일앱,뷰티,10,166641,0.11,1483105.0
2024-09-09,서울,온라인,식품,11,160358,0.04,1693380.0
2024-02-06,대구,온라인,도서,11,33168,0.13,317418.0
2024-11-02,서울,오프라인,뷰티,8,109665,0.15,745722.0
2024-11-04,서울,온라인,도서,2,131004,0.19,212226.0
2024-10-20,서울,모바일앱,뷰티,2,127372,0.16,213985.0
2024-11-26,서울,온라인,의류,9,196859,0.01,1754014.0
2024-03-28,대전,모바일앱,식품,4,130046,0.26,384936.0
2024-12-24,부산,온라인,뷰티,9,138975,0.14,1075666.0
2024-04-27,광주,온라인,도서,11,11409,0.02,122989.0
2024-10-20,인천,모바일앱,식품,8,20450,0.23,125972.0
2024-07-31,서울,모바일앱,식품,9,125691,0.2,904975.0
2024-10-12,서울,모바일앱,식품,4,182030,0.19,589777.0
2024-08-17,광주,모바일앱,뷰티,5,82812,0.13,360232.0
2024-08-23,서울,온라인,가전,11,130400,0.12,1262272.0
2024-08-13,대전,온라인,도서,9,45964,0.16,347488.0
2024-10-12,서울,온라인,의류,3,93980,0.02,276301.0
2024-09-27,인천,오프라인,가전,11,151500,0.09,1516515.0
2024-02-19,광주,온라인,도서,6,133640,0.3,561288.0
2024-10-29,서울,모바일앱,도서,10,27267,0.2,218136.0
2024-07-15,서울,온라인,도서,6,176413,0.13,920876.0
2024-04-28,대전,온라인,의류,7,185791,0.07,9675992.0
2024-07-07,서울,온라인,식품,2,98039,0.22,152941.0
2024-12-19,부산,온라인,가전,4,71446,0.08,262921.0
2024-11-09,부산,온라인,가전,8,108607,0.05,825413.0
2024-11-01,서울,오프라인,식품,10,161266,0.05,1532027.0
2024-06-18,인천,온라인,도서,1,93227,0.22,72717.0
2024-10-13,인천,오프라인,가전,1,10876,0.19,8810.0
2024-05-20,부산,모바일앱,뷰티,8,19155,0.02,150175.0
2024-09-08,광주,오프라인,의류,5,163256,0.03,791792.0
2024-08-22,서울,오프라인,식품,10,158478,0.19,1283672.0
2024-04-01,서울,온라인,뷰티,1,155546,,129103.0
2024-04-07,대구,온라인,가전,4,29650,0.21,93694.0
2024-01-23,대전,온라인,뷰티,1,38281,0.05,36367.0
2024-02-21,서울,모바일앱,식품,8,81941,0.22,511312.0
2024-06-07,서울,오프라인,식품,10,50016,,360115.0
2024-06-23,부산,온라인,의류,2,80430,0.18,131905.0
2024-03-01,광주,온라인,뷰티,4,113902,0.06,428272.0
2024-06-01,서울,모바일앱,식품,10,59607,0.2,476856.0
2024-08-09,부산,오프라인,뷰티,1,29078,0.1,26170.0
2024-03-26,인천,오프라인,식품,11,83488,0.01,909184.0
2024-05-03,부산,모바일앱,식품,10,145904,0.09,1327726.0
2024-05-14,서울,오프라인,도서,2,125511,0.27,183246.0
2024-07-03,서울,오프라인,도서,2,67685,0.12,119126.0
2024-05-14,부산,온라인,식품,8,65720,0.26,389062.0
2024-09-26,부산,온라인,가전,1,118818,0.15,100995.0
2024-04-29,광주,모바일앱,식품,6,38639,0.16,194741.0
2024-06-07,대구,오프라인,의류,1,167561,0.0,167561.0
2024-05-18,인천,온라인,가전,6,174526,0.19,848196.0
2024-03-07,대전,오프라인,가전,4,9956,0.03,38629.0
2024-09-07,부산,온라인,뷰티,8,194312,0.14,1336867.0
2024-03-27,부산,모바일앱,가전,10,9567,0.08,88016.0
2024-04-18,대전,온라인,의류,6,94423,0.12,498553.0
2024-10-17,서울,모바일앱,도서,8,135128,0.16,908060.0
2024-12-13,인천,오프라인,식품,7,68768,0.0,481376.0
2024-09-02,인천,온라인,의류,11,44706,0.09,447507.0
2024-12-01,서울,온라인,가전,3,14259,0.3,29944.0
2024-11-08,부산,모바일앱,도서,3,146841,0.02,431713.0
2024-06-25,서울,온라인,도서,5,12186,0.1,54837.0
2024-10-08,서울,온라인,뷰티,9,99422,0.1,805318.0
2024-04-30,부산,오프라인,뷰티,10,81611,0.11,726338.0
2024-06-17,서울,온라인,식품,4,193697,0.21,612083.0
2024-07-14,인천,온라인,가전,2,186397,0.07,346698.0
2024-12-17,대전,온라인,식품,7,164415,0.14,989778.0
2024-11-06,광주,모바일앱,가전,7,147488,0.19,836257.0
2024-06-28,서울,온라인,의류,5,110866,0.1,498897.0
2024-08-26,서울,온라인,가전,3,73107,0.28,157911.0
2024-03-15,서울,온라인,뷰티,10,37499,0.29,266243.0
2024-10-21,서울,온라인,도서,10,193769,0.04,1860182.0
2024-07-21,대전,온라인,식품,9,80054,0.1,648437.0
2024-07-13,부산,온라인,뷰티,7,88607,0.06,583034.0
2024-10-07,서울,온라인,도서,3,32534,0.06,91746.0
2024-08-19,광주,온라인,의류,5,58974,0.15,250640.0
2024-01-27,부산,모바일앱,가전,1,128746,0.17,106859.0
2024-04-15,서울,온라인,식품,3,88138,0.13,230040.0
2024-03-05,서울,온라인,의류,5,119244,0.08,548522.0
2024-09-25,대구,모바일앱,도서,5,46250,0.08,212750.0
2024-01-13,인천,모바일앱,식품,1,21005,0.3,14703.0
2024-03-15,서울,오프라인,도서,11,177699,0.28,1407376.0
2024-08-06,대전,온라인,식품,3,89247,0.02,262386.0
2024-09-11,광주,온라인,식품,6,75428,0.2,362054.0
2024-07-03,광주,온라인,의류,6,60788,0.14,313666.0
2024-11-11,서울,온라인,가전,6,133303,0.21,631856.0
2024-12-02,서울,온라인,의류,10,114800,0.18,941360.0
2024-02-18,광주,오프라인,식품,9,80864,0.27,531276.0
2024-12-14,서울,온라인,식품,10,186530,0.02,1827994.0
2024-08-12,대구,오프라인,도서,5,180837,0.1,813766.0
2024-08-20,인천,온라인,식품,3,43712,0.3,91795.0
2024-02-04,서울,온라인,도서,5,130264,0.05,618754.0
2024-08-15,인천,오프라인,도서,7,193830,0.04,1302538.0
2024-09-22,대전,모바일앱,도서,4,100209,0.22,312652.0
2024-07-31,인천,온라인,식품,6,10886,0.23,50293.0
2024-01-31,부산,오프라인,뷰티,2,30767,0.2,49227.0
2024-07-10,광주,온라인,식품,7,135196,0.23,728706.0
2024-12-08,부산,온라인,식품,8,180873,0.21,1143117.0
2024-09-21,인천,오프라인,뷰티,6,30037,0.04,173013.0
2024-02-20,광주,온라인,식품,10,111629,0.18,915358.0
2024-12-17,인천,온라인,도서,11,101887,0.23,862983.0
2024-12-16,서울,온라인,가전,10,60585,0.26,448329.0
2024-03-02,서울,온라인,도서,2,128176,0.07,238407.0
2024-10-20,서울,온라인,뷰티,10,176195,0.04,1691472.0
2024-05-28,부산,온라인,도서,4,51652,0.23,159088.0
2024-08-05,부산,모바일앱,의류,5,15615,0.08,71829.0
2024-06-11,대구,오프라인,뷰티,5,75006,0.01,371280.0
2024-10-13,부산,온라인,식품,4,66244,0.25,198732.0
2024-12-30,인천,온라인,식품,10,146802,0.15,1247817.0
2024-10-18,대전,오프라인,가전,8,109681,0.1,789703.0
2024-12-06,서울,온라인,도서,11,8490,0.0,93390.0
2024-12-12,인천,오프라인,도서,11,71263,0.01,776054.0
2024-02-02,인천,오프라인,도서,5,148345,0.24,563711.0
2024-04-02,부산,온라인,도서,8,97963,0.15,666148.0
2024-09-21,서울,온라인,가전,6,114757,0.04,661000.0
2024-08-03,인천,온라인,도서,6,56541,0.11,301929.0
2024-01-19,대전,온라인,도서,9,67280,0.05,575244.0
2024-02-04,인천,온라인,식품,8,30366,0.03,235640.0
2024-07-09,대전,모바일앱,의류,11,20917,0.08,211680.0
2024-08-13,대전,온라인,뷰티,9,12186,0.16,92126.0
2024-03-02,부산,오프라인,의류,7,126756,0.06,834054.0
2024-03-03,대구,오프라인,도서,11,35741,0.1,353836.0
2024-02-17,부산,온라인,의류,2,116885,0.14,201042.0
2024-07-25,대전,온라인,도서,9,190824,0.13,1494152.0
2024-01-03,서울,온라인,도서,5,140957,0.04,676594.0
2024-07-28,부산,오프라인,도서,5,117203,0.01,580155.0
2024-06-23,광주,온라인,도서,9,27788,0.01,247591.0
2024-06-19,서울,오프라인,뷰티,4,100347,0.11,357235.0
2024-09-05,인천,모바일앱,식품,10,178779,0.22,1394476.0
2024-07-10,부산,오프라인,뷰티,6,79943,0.04,460472.0
2024-09-23,대전,모바일앱,도서,4,166106,0.24,504962.0
2024-10-06,광주,오프라인,의류,4,143141,0.21,452326.0
2024-12-02,서울,모바일앱,식품,5,57020,0.0,285100.0
2024-10-19,인천,모바일앱,의류,11,32545,0.01,354415.0
2024-07-08,서울,오프라인,도서,2,8314,0.06,15630.0
2024-06-29,대구,모바일앱,식품,6,58845,0.02,346009.0
2024-03-27,인천,모바일앱,식품,10,69914,0.16,587278.0
2024-08-07,광주,온라인,뷰티,6,132900,0.01,789426.0
2024-02-20,서울,오프라인,의류,7,116652,0.24,620589.0
2024-12-06,서울,오프라인,도서,4,98417,0.15,334618.0
2024-11-05,인천,모바일앱,가전,2,145963,0.22,227702.0
2024-02-13,대구,온라인,가전,8,155168,0.23,955835.0
2024-10-14,부산,모바일앱,뷰티,11,144130,0.15,1347616.0
2024-02-12,서울,오프라인,가전,6,179936,0.28,777324.0
2024-09-20,서울,모바일앱,도서,5,75149,0.3,263022.0
2024-02-02,광주,온라인,뷰티,2,165557,0.11,294691.0
2024-06-27,서울,오프라인,의류,11,87047,0.04,919216.0
2024-08-28,부산,오프라인,뷰티,10,40920,0.11,2913504.0
2024-09-23,대전,모바일앱,의류,10,33429,0.07,310890.0
2024-06-02,서울,모바일앱,뷰티,4,22836,0.16,76729.0
2024-12-03,인천,오프라인,식품,7,191338,0.11,1192036.0
2024-10-10,서울,오프라인,의류,5,38040,0.14,163572.0
2024-03-17,광주,온라인,식품,3,167874,0.23,387789.0
2024-09-02,인천,모바일앱,도서,3,157788,0.08,435495.0
2024-09-24,광주,온라인,가전,5,90652,0.16,380738.0
2024-05-02,서울,오프라인,뷰티,7,183197,0.1,1154141.0
2024-09-27,부산,오프라인,가전,2,182118,0.24,276819.0
2024-11-24,인천,온라인,식품,8,185462,0.19,1201794.0
2024-10-26,서울,온라인,의류,6,101893,0.0,611358.0
2024-10-06,서울,온라인,가전,10,63152,0.2,505216.0
2024-08-20,서울,모바일앱,의류,4,13542,0.05,51460.0
2024-04-09,대전,오프라인,뷰티,1,168866,0.22,131715.0
2024-10-18,인천,온라인,뷰티,4,175228,0.17,581757.0
2024-05-13,대구,오프라인,가전,11,109565,0.12,1060589.0
2024-07-13,인천,온라인,의류,4,18833,0.21,59512.0
2024-04-25,부산,모바일앱,의류,8,165444,0.26,979428.0
2024-04-24,부산,온라인,가전,10,63168,0.23,486394.0
2024-02-27,부산,온라인,도서,4,111931,0.16,376088.0
2024-12-17,대구,온라인,의류,8,133593,0.22,833620.0
2024-02-24,서울,오프라인,도서,3,33449,0.12,88305.0
2024-02-01,광주,온라인,식품,4,17237,0.24,52400.0
2024-12-08,광주,오프라인,식품,4,20447,0.25,61341.0
2024-07-22,서울,온라인,도서,8,192016,0.04,1474683.0
2024-06-09,대구,온라인,도서,10,191657,0.07,1782410.0
2024-09-26,서울,온라인,가전,3,88231,0.08,243518.0
2024-05-20,대전,온라인,식품,4,88031,0.05,334518.0
2024-02-16,대전,모바일앱,의류,10,84327,0.12,742078.0
2024-09-24,대전,온라인,뷰티,6,73351,0.06,413700.0
2024-03-05,서울,모바일앱,식품,6,111042,0.18,546327.0
2024-07-21,서울,온라인,식품,8,74479,0.03,577957.0
2024-12-13,서울,온라인,뷰티,2,125151,0.08,230278.0
2024-12-08,서울,온라인,도서,10,78892,0.2,631136.0
2024-05-12,서울,온라인,뷰티,5,127835,0.12,562474.0
2024-10-12,서울,오프라인,도서,8,189274,0.13,10538776.0
2024-08-12,대전,오프라인,뷰티,5,45133,0.24,171505.0
2024-06-24,서울,온라인,가전,9,17227,0.3,108530.0
2024-02-21,서울,오프라인,식품,7,107693,0.17,625696.0
2024-05-17,광주,오프라인,식품,2,28216,0.02,55303.0
2024-08-26,대구,모바일앱,가전,3,50119,0.03,145846.0
2024-12-27,인천,모바일앱,도서,10,158982,0.29,1128772.0
2024-01-02,대구,오프라인,도서,6,86488,0.2,415142.0
2024-09-19,광주,모바일앱,가전,4,112134,0.23,345373.0
2024-11-05,대구,오프라인,가전,2,156350,0.2,250160.0
2024-12-14,부산,온라인,가전,2,30064,0.05,57122.0
2024-06-04,인천,오프라인,의류,11,98335,0.13,941066.0
2024-02-13,부산,온라인,의류,11,11719,0.24,97971.0
2024-04-09,서울,오프라인,식품,5,102335,0.26,378640.0
2024-11-07,부산,모바일앱,뷰티,3,48725,0.07,135943.0
2024-11-17,서울,온라인,식품,5,182693,0.18,749041.0
2024-08-21,인천,모바일앱,의류,2,55858,0.05,106130.0
2024-02-14,서울,모바일앱,의류,7,44032,0.29,218839.0
2024-02-14,서울,온라인,식품,7,7771,0.08,50045.0
2024-06-24,서울,오프라인,뷰티,11,30989,0.22,265886.0
2024-08-03,광주,모바일앱,뷰티,4,47137,0.07,175350.0
2024-01-12,서울,모바일앱,가전,3,49468,0.18,121691.0
2024-09-08,인천,온라인,의류,2,148972,0.2,238355.0
2024-07-18,광주,온라인,가전,5,178071,0.1,801320.0
2024-01-05,서울,오프라인,의류,7,171809,0.25,901997.0
2024-02-05,인천,온라인,도서,1,191490,0.27,139788.0
2024-06-15,서울,온라인,의류,9,180155,0.26,9598656.0
2024-09-21,서울,온라인,식품,6,93821,0.1,506633.0
2024-10-29,인천,온라인,식품,9,81033,0.22,568852.0
2024-06-06,대전,오프라인,식품,6,131611,0.17,655423.0
2024-04-18,서울,오프라인,식품,2,67285,0.18,110347.0
2024-12-20,대구,오프라인,식품,1,122721,0.14,105540.0
2024-06-16,서울,오프라인,도서,7,199972,0.18,1147839.0
2024-04-25,대구,온라인,가전,6,43632,0.04,251320.0
2024-06-10,대구,온라인,가전,9,155021,0.12,1227766.0
2024-01-05,대구,온라인,의류,10,187420,0.05,1780490.0
2024-04-20,대구,온라인,도서,2,109783,0.08,202001.0
2024-07-07,서울,온라인,식품,4,74424,0.04,285788.0
2024-12-02,인천,온라인,식품,3,54680,0.06,154198.0
2024-09-27,인천,온라인,도서,2,37758,0.23,58147.0
2024-10-12,인천,온라인,식품,1,67654,0.16,56829.0
2024-07-18,서울,오프라인,도서,1,150578,0.01,149072.0
2024-02-10,부산,오프라인,가전,6,105496,0.24,481062.0
2024-05-23,부산,모바일앱,가전,2,48185,0.27,70350.0
2024-12-30,서울,오프라인,의류,3,110706,0.26,245767.0
2024-01-17,서울,오프라인,식품,2,162767,0.25,244150.0
2024-11-17,부산,온라인,도서,8,7667,0.3,42935.0
2024-09-07,인천,오프라인,의류,7,9015,0.18,51746.0
2024-04-13,서울,온라인,식품,11,192083,0.29,1500168.0
2024-10-11,광주,온라인,가전,2,150909,0.28,217309.0
2024-11-02,부산,온라인,가전,3,117243,0.09,320073.0
2024-01-16,인천,온라인,도서,6,181670,0.26,806615.0
2024-02-08,부산,온라인,식품,8,119885,0.24,728901.0
2024-08-31,부산,오프라인,의류,2,106535,0.23,164064.0
2024-12-31,대구,모바일앱,뷰티,3,46236,0.27,101257.0
2024-01-09,대전,오프라인,뷰티,5,163079,0.12,717548.0
2024-08-31,부산,오프라인,식품,1,154172,0.12,135671.0
2024-02-19,부산,오프라인,가전,5,62641,0.19,253696.0
2024-08-25,대구,온라인,도서,9,148766,0.22,1044337.0
2024-08-16,인천,오프라인,도서,6,146784,0.26,651721.0
2024-02-03,서울,오프라인,식품,5,23555,0.26,87154.0
2024-09-06,부산,온라인,의류,6,36279,0.22,169786.0
2024-11-24,부산,온라인,가전,11,121023,0.29,945190.0
2024-11-12,대전,모바일앱,도서,6,126599,0.05,721614.0
2024-01-11,부산,오프라인,도서,6,133347,0.29,568058.0
2024-03-31,부산,온라인,식품,11,77778,0.02,838447.0
2024-03-29,대전,오프라인,의류,2,167935,0.17,278772.0
2024-06-14,부산,온라인,식품,2,91902,0.03,178290.0
2024-02-22,서울,온라인,가전,5,45187,0.17,187526.0
2024-11-08,서울,온라인,가전,4,27448,0.12,96617.0
2024-10-11,서울,온라인,뷰티,3,176138,0.02,517846.0
2024-10-22,서울,오프라인,의류,2,142895,0.19,231490.0
2024-03-13,부산,온라인,가전,10,94988,0.22,740906.0
2024-01-06,인천,오프라인,가전,7,45813,0.05,304656.0
2024-11-29,인천,온라인,식품,8,23822,0.21,150555.0
2024-04-15,서울,오프라인,뷰티,2,34792,0.05,66105.0
2024-08-28,대구,오프라인,식품,4,25596,0.04,98289.0
2024-11-28,서울,오프라인,뷰티,7,108235,0.04,727339.0
2024-01-14,대전,오프라인,의류,6,43571,0.18,214369.0
2024-01-03,서울,모바일앱,도서,8,29923,0.23,184326.0
2024-01-02,대구,오프라인,도서,8,60136,0.18,394492.0
2024-02-27,서울,오프라인,가전,5,141385,0.24,537263.0
2024-01-19,대구,오프라인,가전,9,101799,0.18,751277.0
2024-10-27,부산,온라인,뷰티,3,34974,0.24,79741.0
2024-08-09,인천,온라인,뷰티,1,151006,0.29,107214.0
2024-12-24,서울,온라인,가전,11,100464,0.12,972492.0
2024-10-20,대전,온라인,도서,1,41411,0.04,39755.0
2024-12-18,부산,온라인,뷰티,4,139788,0.04,536786.0
2024-03-28,인천,온라인,뷰티,2,198567,0.18,325650.0
2024-04-15,광주,오프라인,식품,3,110346,0.16,278072.0
2024-11-06,대전,온라인,뷰티,5,36496,0.06,171531.0
2024-03-30,서울,모바일앱,도서,2,65365,0.26,96740.0
2024-01-21,서울,온라인,뷰티,6,121878,0.29,519200.0
2024-09-01,서울,오프라인,가전,11,199881,0.08,2022796.0
2024-10-20,서울,온라인,도서,2,186143,0.06,349949.0
2024-12-20,대구,온라인,가전,11,186976,0.06,1933332.0
2024-12-05,대전,온라인,식품,5,167338,0.12,736287.0
2024-02-14,대전,오프라인,가전,7,117090,0.26,606526.0
2024-10-09,부산,온라인,의류,5,131338,0.18,538486.0
2024-11-05,대구,모바일앱,뷰티,4,148118,0.02,580623.0
2024-09-12,광주,온라인,도서,2,144521,0.14,248576.0
